County,State,Population_1990,Population_2010,Area
Olmsted,Minnesota,106470,141244,653.0
Otter Tail,Minnesota,50714,57539,1979.8
Pennington,Minnesota,13306,13862,616.6
Pine,Minnesota,21264,29413,1411.2
Pipestone,Minnesota,10491,9570,465.9
Polk,Minnesota,32498,31336,1970.5
Pope,Minnesota,10745,11064,670.2
Ramsey,Minnesota,485765,503113,155.8
Red Lake,Minnesota,4525,4094,432.4
Redwood,Minnesota,17254,16069,879.9
Renville,Minnesota,17673,16007,983.0
Rice,Minnesota,49183,63087,497.6
Rock,Minnesota,9806,9606,482.6
Roseau,Minnesota,15026,15864,1662.6
St. Louis,Minnesota,198213,199472,6225.7
Scott,Minnesota,57846,126139,356.8
Sherburne,Minnesota,41945,86823,436.6
Sibley,Minnesota,14366,15219,588.7
Stearns,Minnesota,118791,147927,1344.6
Steele,Minnesota,30729,36434,429.6
Stevens,Minnesota,10634,9711,562.1
Swift,Minnesota,10724,9946,743.6
Todd,Minnesota,23363,24804,942.1
Traverse,Minnesota,4463,3657,574.1
Wabasha,Minnesota,19744,21743,525.0
Wadena,Minnesota,13154,13809,535.5
Waseca,Minnesota,18079,19168,423.3
Washington,Minnesota,145896,232536,391.7
Watonwan,Minnesota,11682,11212,434.5
Wilkin,Minnesota,7516,6636,751.5
Winona,Minnesota,47828,51304,626.3
Wright,Minnesota,68710,120764,660.8
Yellow Medicine,Minnesota,11684,10514,758.0
Adams,Mississippi,35356,32659,460.3
Alcorn,Mississippi,31722,36708,400.0
Amite,Mississippi,13328,13318,729.7
Attala,Mississippi,18481,19545,735.2
Benton,Mississippi,8046,8652,406.8
Bolivar,Mississippi,41875,35063,876.3
Calhoun,Mississippi,14908,14945,586.6
Carroll,Mississippi,9237,10608,627.8
Chickasaw,Mississippi,18085,17689,501.6
Choctaw,Mississippi,9071,8680,419.1
Claiborne,Mississippi,11370,9928,486.8
Clarke,Mississippi,17313,16808,691.3
Clay,Mississippi,21120,20883,408.6
Coahoma,Mississippi,31665,26681,554.2
Copiah,Mississippi,27592,29521,776.7
Covington,Mississippi,16527,19557,413.8
DeSoto,Mississippi,67910,154715,478.3
Forrest,Mississippi,68314,74290,466.7
Franklin,Mississippi,8377,8130,564.6
George,Mississippi,16673,22061,478.3
Greene,Mississippi,10220,14009,712.9
Grenada,Mississippi,21555,22169,421.9
Hancock,Mississippi,31760,42408,476.9
Harrison,Mississippi,165365,181791,581.0
Hinds,Mississippi,254441,246067,869.3
Holmes,Mississippi,21604,19597,756.1
Humphreys,Mississippi,12134,9610,418.1
Issaquena,Mississippi,1909,1893,413.0
Itawamba,Mississippi,20017,23329,532.4
Jackson,Mississippi,115243,137082,726.6
Jasper,Mississippi,17114,17383,676.0
Jefferson,Mississippi,8653,7970,519.4
Jefferson Davis,Mississippi,14051,12666,408.4
Jones,Mississippi,62031,67144,693.9
Kemper,Mississippi,10356,10470,766.2
Lafayette,Mississippi,31826,45859,631.2
Lamar,Mississippi,30424,52559,497.4
Lauderdale,Mississippi,75555,79405,703.6
Lawrence,Mississippi,12458,13016,430.6
Leake,Mississippi,18436,23547,582.7
Lee,Mississippi,65581,81446,449.7
Leflore,Mississippi,37341,33109,592.0
Lincoln,Mississippi,30278,34622,585.8
Lowndes,Mississippi,59308,59482,502.3
Madison,Mississippi,53794,91987,719.1
Marion,Mississippi,25544,26758,542.4
Marshall,Mississippi,30361,37002,706.4
Monroe,Mississippi,36582,37282,764.2
Montgomery,Mississippi,12388,11138,406.9
Neshoba,Mississippi,24800,29545,570.0
Newton,Mississippi,20291,21828,578.1
Noxubee,Mississippi,12604,11747,694.9
Oktibbeha,Mississippi,38375,46529,457.8
Panola,Mississippi,29996,34782,684.3
Pearl River,Mississippi,38714,55923,811.5
Perry,Mississippi,10865,12243,647.2
Pike,Mississippi,36882,40284,408.9
Pontotoc,Mississippi,22237,29523,497.4
Prentiss,Mississippi,23278,25411,415.0
Quitman,Mississippi,10490,8551,404.9
Rankin,Mississippi,87161,138523,774.6
Scott,Mississippi,24137,28180,609.1
Sharkey,Mississippi,7066,4797,427.7
Simpson,Mississippi,23953,27575,588.8
Smith,Mississippi,14798,16443,635.9
Stone,Mississippi,10750,16923,445.4
Sunflower,Mississippi,32867,30504,693.8
Tallahatchie,Mississippi,15210,15270,644.0
Tate,Mississippi,21432,28198,404.5
Tippah,Mississippi,19523,21993,457.9
Tishomingo,Mississippi,17683,19535,424.2
Tunica,Mississippi,8164,10817,454.8
Union,Mississippi,22085,26922,415.5
Walthall,Mississippi,14352,15530,403.8
Warren,Mississippi,47880,48890,586.7
Washington,Mississippi,67935,52455,724.0
Wayne,Mississippi,19517,20971,810.4
Webster,Mississippi,10222,10139,422.8
Wilkinson,Mississippi,9678,10070,676.8
Winston,Mississippi,19433,19378,607.0
Yalobusha,Mississippi,12033,12869,467.2
Yazoo,Mississippi,25506,28402,919.6
Adair,Missouri,24577,25315,567.7
Andrew,Missouri,14632,17006,435.2
Atchison,Missouri,7457,5811,544.7
Audrain,Missouri,23599,25684,693.4
Barry,Missouri,27547,35753,779.1
Barton,Missouri,11312,12634,594.3
Bates,Missouri,15025,17132,848.5
Benton,Missouri,13859,18975,705.6
Bollinger,Missouri,10619,12445,620.8
Boone,Missouri,112379,158067,685.4
Buchanan,Missouri,83083,88195,409.8
Butler,Missouri,38765,42437,697.6
Caldwell,Missouri,8380,9380,429.4
Callaway,Missouri,32809,43769,839.1
Camden,Missouri,27495,43157,655.2
Cape Girardeau,Missouri,61633,74283,578.7
Carroll,Missouri,10748,9485,694.6
Carter,Missouri,5515,6141,507.6
Cass,Missouri,63808,97598,699.1
Cedar,Missouri,12093,14091,476.0
Chariton,Missouri,9202,7871,755.9
Christian,Missouri,32644,74156,563.2
Clark,Missouri,7547,7169,507.3
Clay,Missouri,153411,215015,396.5
Clinton,Missouri,16595,20682,418.8
Cole,Missouri,63579,74767,391.6
Cooper,Missouri,14835,17583,565.1
Crawford,Missouri,19173,24640,742.6
Dade,Missouri,7449,7929,490.4
Dallas,Missouri,12646,16813,541.6
Daviess,Missouri,7865,8359,567.0
DeKalb,Missouri,9967,12872,424.2
Dent,Missouri,13702,15497,753.6
Douglas,Missouri,11876,13689,814.6
Dunklin,Missouri,33112,32140,545.6
Franklin,Missouri,80603,100737,922.1
Gasconade,Missouri,14006,15334,519.5
Gentry,Missouri,6848,6760,491.6
Greene,Missouri,207949,270190,675.0
Grundy,Missouri,10536,10214,435.9
Harrison,Missouri,8469,8941,725.2
Henry,Missouri,20044,22373,702.5
Hickory,Missouri,7335,9579,398.7
Holt,Missouri,6034,4944,461.9
Howard,Missouri,9631,10120,465.8
Howell,Missouri,31447,39763,927.8
Iron,Missouri,10726,10670,551.4
Jackson,Missouri,633232,666997,604.8
Jasper,Missouri,90465,115029,639.8
Jefferson,Missouri,171380,216262,656.8
Johnson,Missouri,42514,52041,830.6
Knox,Missouri,4482,4134,505.7
Laclede,Missouri,27158,35357,765.9
Lafayette,Missouri,31107,33313,629.4
Lawrence,Missouri,30236,38373,613.1
Lewis,Missouri,10233,10235,505.1
Lincoln,Missouri,28892,51333,630.5
Linn,Missouri,13885,12824,620.4
Livingston,Missouri,14592,14961,534.6
McDonald,Missouri,16938,23016,539.5
Macon,Missouri,15345,15539,803.8
Madison,Missouri,11127,12269,496.8
Maries,Missouri,7976,9203,527.8
Marion,Missouri,27682,28579,438.1
Mercer,Missouri,3723,3731,454.5
Miller,Missouri,20700,24805,592.3
Mississippi,Missouri,14442,14143,413.2
Moniteau,Missouri,12298,15468,416.5
Monroe,Missouri,9104,9078,646.0
Montgomery,Missouri,11355,12247,538.7
Morgan,Missouri,15574,20631,597.5
New Madrid,Missouri,20928,18847,678.1
Newton,Missouri,44445,57561,626.5
Nodaway,Missouri,21709,23031,876.7
Oregon,Missouri,9470,10739,791.5
Osage,Missouri,12018,13768,606.1
Ozark,Missouri,8598,9688,746.8
Pemiscot,Missouri,21921,18587,493.1
Perry,Missouri,16648,18919,474.7
Pettis,Missouri,35437,41587,685.0
Phelps,Missouri,35248,44473,672.9
Pike,Missouri,15969,18590,672.9
Platte,Missouri,57867,86894,420.4
Polk,Missouri,21826,30729,637.2
Pulaski,Missouri,41307,49114,547.1
Putnam,Missouri,5079,5040,518.0
Ralls,Missouri,8476,10127,471.0
Randolph,Missouri,24370,25495,482.4
Ray,Missouri,21971,23667,569.5
Reynolds,Missouri,6661,6698,811.3
Ripley,Missouri,12303,14057,629.5
St. Charles,Missouri,212907,350606,561.4
St. Clair,Missouri,8457,9757,676.7
Ste. Genevieve,Missouri,16037,18205,502.4
St. Francois,Missouri,48904,64239,449.5
St. Louis,Missouri,993529,999454,507.8
Saline,Missouri,23523,23126,755.6
Schuyler,Missouri,4236,4361,307.9
Scotland,Missouri,4822,4831,438.5
Scott,Missouri,39376,39370,421.0
Shannon,Missouri,7613,8404,1003.9
Shelby,Missouri,6942,6439,500.9
Stoddard,Missouri,28895,30089,827.2
Stone,Missouri,19078,32003,463.3
Sullivan,Missouri,6326,6728,651.0
Taney,Missouri,25561,49324,632.4
Texas,Missouri,21476,25662,1178.6
Vernon,Missouri,19041,20917,834.0
Warren,Missouri,19534,31635,431.7
Washington,Missouri,20380,24981,759.8
Wayne,Missouri,11543,13433,761.1
Webster,Missouri,23753,35678,593.4
Worth,Missouri,2440,2188,266.5
Wright,Missouri,16758,18731,682.3
St. Louis city,Missouri,396685,318809,61.9
Beaverhead,Montana,8424,9132,5542.6
Big Horn,Montana,11337,12663,4994.9
Blaine,Montana,6728,6472,4226.2
Broadwater,Montana,3318,5287,1191.5
Carbon,Montana,8080,9994,2048.1
Carter,Montana,1503,1289,3339.7
Cascade,Montana,77691,80562,2698.0
Chouteau,Montana,5452,5765,3973.4
Custer,Montana,11697,11548,3783.3
Daniels,Montana,2266,1649,1426.1
Dawson,Montana,9505,8933,2373.3
Deer Lodge,Montana,10278,9270,736.9
Fallon,Montana,3103,2813,1620.4
Fergus,Montana,12083,11513,4339.3
Flathead,Montana,59218,89215,5098.6
Gallatin,Montana,50463,87676,2506.9
Garfield,Montana,1589,1224,4668.2
Glacier,Montana,12121,13251,2994.7
Golden Valley,Montana,912,810,1175.3
Granite,Montana,2548,3044,1727.5
Hill,Montana,17654,16007,2896.4
Jefferson,Montana,7939,11166,1656.7
Judith Basin,Montana,2282,1967,1869.9
Lake,Montana,21041,28493,1493.8
Lewis and Clark,Montana,47495,61643,3461.0
Liberty,Montana,2295,2261,1429.8
Lincoln,Montana,17481,19507,3612.8
McCone,Montana,2276,1714,2642.6
Madison,Montana,5989,7588,3586.6
Meagher,Montana,1819,2024,2391.9
Mineral,Montana,3315,4193,1219.9
Missoula,Montana,78687,107288,2598.2
Musselshell,Montana,4106,4339,1867.2
Park,Montana,14562,15752,2656.2
Petroleum,Montana,519,598,1653.9
Phillips,Montana,5163,4206,5139.9
Pondera,Montana,6433,6145,1624.7
Powder River,Montana,2090,1659,3297.3
Powell,Montana,6620,7077,2326.0
Prairie,Montana,1383,1089,1736.6
Ravalli,Montana,25010,40013,2394.3
Richland,Montana,10716,9498,2084.2
Roosevelt,Montana,10999,10273,2355.7
Rosebud,Montana,10505,9134,5012.4
Sanders,Montana,8669,11366,2762.3
Sheridan,Montana,4732,3505,1676.7
Silver Bow,Montana,33941,33797,718.3
Stillwater,Montana,6536,8934,1794.7
Sweet Grass,Montana,3154,3717,1855.2
Teton,Montana,6271,6105,2272.6
Toole,Montana,5046,5143,1910.9
Treasure,Montana,874,848,978.9
Valley,Montana,8239,7345,4920.9
Wheatland,Montana,2246,2118,1423.2
Wibaux,Montana,1191,1067,889.3
Yellowstone,Montana,113419,144050,2635.2
Adams,Nebraska,29625,31126,563.4
Antelope,Nebraska,7965,6742,857.1
Arthur,Nebraska,462,426,715.4
Banner,Nebraska,852,720,746.3
Blaine,Nebraska,675,539,710.8
Boone,Nebraska,6667,5553,686.7
Box Butte,Nebraska,13130,11372,1075.4
Boyd,Nebraska,2835,2107,540.1
Brown,Nebraska,3657,3192,1221.4
Buffalo,Nebraska,37447,45437,968.1
Burt,Nebraska,7868,6964,492.8
Butler,Nebraska,8601,8382,583.6
Cass,Nebraska,21318,25246,559.3
Cedar,Nebraska,10131,8906,740.3
Chase,Nebraska,4381,3927,894.5
Cherry,Nebraska,6307,5783,5960.7
Cheyenne,Nebraska,9494,10049,1196.4
Clay,Nebraska,7123,6554,573.1
Colfax,Nebraska,9139,10201,413.2
Cuming,Nebraska,10117,9243,572.0
Custer,Nebraska,12270,11001,2575.8
Dakota,Nebraska,16742,20674,264.0
Dawes,Nebraska,9021,9149,1396.3
Dawson,Nebraska,19940,24245,1012.9
Deuel,Nebraska,2237,1963,439.9
Dixon,Nebraska,6143,6000,476.4
Dodge,Nebraska,34500,36621,534.5
Douglas,Nebraska,416444,505545,331.0
Dundy,Nebraska,2582,1963,919.9
Fillmore,Nebraska,7103,5953,576.5
Franklin,Nebraska,3938,3229,575.9
Frontier,Nebraska,3101,2808,974.6
Furnas,Nebraska,5553,4942,718.1
Gage,Nebraska,22794,22591,855.3
Garden,Nebraska,2460,2060,1704.6
Garfield,Nebraska,2141,2081,570.1
Gosper,Nebraska,1928,2058,458.2
Grant,Nebraska,769,661,776.3
Greeley,Nebraska,3006,2542,569.9
Hall,Nebraska,48925,56899,546.4
Hamilton,Nebraska,8862,9160,543.7
Harlan,Nebraska,3810,3460,552.8
Hayes,Nebraska,1222,1025,713.1
Hitchcock,Nebraska,3750,2925,710.1
Holt,Nebraska,12599,10479,2412.8
Hooker,Nebraska,793,690,721.2
Howard,Nebraska,6055,6302,569.5
Jefferson,Nebraska,8759,7708,573.1
Johnson,Nebraska,4673,5211,376.2
Kearney,Nebraska,6629,6552,516.1
Keith,Nebraska,8584,8356,1061.3
Keya Paha,Nebraska,1029,740,773.3
Kimball,Nebraska,4108,3814,951.8
Knox,Nebraska,9534,8762,1108.2
Lancaster,Nebraska,213641,279428,838.9
Lincoln,Nebraska,32508,36167,2564.2
Logan,Nebraska,878,682,570.7
Loup,Nebraska,683,635,569.7
McPherson,Nebraska,546,489,859.0
Madison,Nebraska,32655,34720,572.6
Merrick,Nebraska,8042,7784,484.6
Morrill,Nebraska,5423,5071,1423.9
Nance,Nebraska,4275,3755,441.3
Nemaha,Nebraska,7980,7249,409.3
Nuckolls,Nebraska,5786,4583,575.3
Otoe,Nebraska,14252,15741,615.9
Pawnee,Nebraska,3317,2767,431.7
Perkins,Nebraska,3367,2983,883.2
Phelps,Nebraska,9715,9234,540.0
Pierce,Nebraska,7827,7308,574.0
Platte,Nebraska,29820,31675,678.1
Polk,Nebraska,5675,5412,439.1
Red Willow,Nebraska,11705,11069,716.7
Richardson,Nebraska,9937,8455,553.5
Rock,Nebraska,2019,1651,1008.5
Saline,Nebraska,12715,14098,575.4
Sarpy,Nebraska,102583,152180,240.7
Saunders,Nebraska,18285,20543,754.1
Scotts Bluff,Nebraska,36025,36569,739.3
Seward,Nebraska,15450,16628,574.8
Sheridan,Nebraska,6750,5538,2441.2
Sherman,Nebraska,3718,3144,565.9
Sioux,Nebraska,1549,1340,2066.7
Stanton,Nebraska,6244,6207,429.9
Thayer,Nebraska,6635,5262,574.6
Thomas,Nebraska,851,756,712.9
Thurston,Nebraska,6936,6907,393.8
Valley,Nebraska,5169,4284,568.1
Washington,Nebraska,16607,20148,390.5
Wayne,Nebraska,9364,9573,443.5
Webster,Nebraska,4279,3815,574.9
Wheeler,Nebraska,948,751,575.2
York,Nebraska,14428,13886,575.7
Churchill,Nevada,17938,24946,4929.3
Clark,Nevada,741459,1895521,7910.7
Douglas,Nevada,27637,47042,709.9
Elko,Nevada,33530,47707,17181.6
Esmeralda,Nevada,1344,892,3588.7
Eureka,Nevada,1547,1724,4176.0
Humboldt,Nevada,12844,15986,9648.3
Lander,Nevada,6266,5545,5493.5
Lincoln,Nevada,3775,5060,10634.7
Lyon,Nevada,20001,51515,1993.8
Mineral,Nevada,6475,4812,3756.6
Nye,Nevada,17781,43878,18147.2
Pershing,Nevada,4336,6703,6009.1
Storey,Nevada,2526,4016,263.5
Washoe,Nevada,254667,412844,6342.5
White Pine,Nevada,9264,9765,8876.6
Carson City,Nevada,40443,55375,143.5
Belknap,New Hampshire,49216,60142,401.3
Carroll,New Hampshire,35410,47772,933.9
Cheshire,New Hampshire,70121,77445,707.5
Coos,New Hampshire,34828,33445,1800.6
Grafton,New Hampshire,74929,88356,1713.5
Hillsborough,New Hampshire,336073,399555,876.5
Merrimack,New Hampshire,120005,146785,934.5
Rockingham,New Hampshire,245845,294638,695.2
Strafford,New Hampshire,104233,122158,368.8
Sullivan,New Hampshire,38592,43643,537.4
Atlantic,New Jersey,224327,273162,561.2
Bergen,New Jersey,825380,896482,234.2
Burlington,New Jersey,395066,447861,804.8
Camden,New Jersey,502824,513574,222.3
Cape May,New Jersey,95089,97684,255.2
Cumberland,New Jersey,138053,155456,489.3
Essex,New Jersey,778206,780872,126.3
Gloucester,New Jersey,230082,285223,324.9
Hudson,New Jersey,553099,622123,46.7
Hunterdon,New Jersey,107776,128458,430.1
Mercer,New Jersey,325824,364445,226.0
Middlesex,New Jersey,671780,798882,310.6
Monmouth,New Jersey,553124,628112,471.9
Morris,New Jersey,421353,489811,469.1
Ocean,New Jersey,433203,569374,636.3
Passaic,New Jersey,453060,496204,185.0
Salem,New Jersey,65294,65982,337.8
Somerset,New Jersey,240279,319347,304.7
Sussex,New Jersey,130943,149996,521.2
Union,New Jersey,493819,529547,103.3
Warren,New Jersey,91607,108982,357.9
Bernalillo,New Mexico,480577,646881,1166.2
Catron,New Mexico,2563,3652,6928.3
Chaves,New Mexico,57849,64268,6071.4
Cibola,New Mexico,23794,27179,4539.6
Colfax,New Mexico,12925,13827,3756.9
Curry,New Mexico,42207,46924,1406.1
DeBaca,New Mexico,2252,1772,2325.1
Doña Ana,New Mexico,135510,201670,3807.4
Eddy,New Mexico,48605,52665,4182.2
Grant,New Mexico,27676,29706,3966.2
Guadalupe,New Mexico,4156,4698,3030.6
Harding,New Mexico,987,943,2125.5
Hidalgo,New Mexico,5958,4964,3445.9
Lea,New Mexico,55765,62503,4393.3
Lincoln,New Mexico,12219,20502,4831.4
Los Alamos,New Mexico,18115,18091,109.4
Luna,New Mexico,18110,25252,2965.3
McKinley,New Mexico,60686,70663,5449.1
Mora,New Mexico,4264,4923,1931.2
Otero,New Mexico,51928,62782,6626.9
Quay,New Mexico,10823,9002,2875.1
Rio Arriba,New Mexico,34365,40195,5858.1
Roosevelt,New Mexico,16702,19372,2448.7
Sandoval,New Mexico,63319,124263,3709.7
San Juan,New Mexico,91605,127517,5514.4
San Miguel,New Mexico,25743,29321,4717.4
Santa Fe,New Mexico,98928,141702,1909.4
Sierra,New Mexico,9912,11938,4180.5
Socorro,New Mexico,14764,17964,6647.1
Taos,New Mexico,23118,32574,2203.3
Torrance,New Mexico,10285,16467,3345.1
Union,New Mexico,4124,4388,3830.2
Valencia,New Mexico,45235,74554,1067.6
Albany,New York,292594,304032,523.8
Allegany,New York,50470,49105,1030.3
Bronx,New York,1203789,1365725,42.0
Broome,New York,212160,200804,706.9
Cattaraugus,New York,84234,80776,1309.9
Cayuga,New York,82313,80431,693.3
Chautauqua,New York,141895,135263,1062.1
Chemung,New York,95195,88708,408.2
Chenango,New York,51768,51045,894.4
Clinton,New York,85969,82380,1039.4
Columbia,New York,62982,63241,635.8
Cortland,New York,48963,49452,499.7
Delaware,New York,47225,48220,1446.4
Dutchess,New York,259462,296152,801.7
Erie,New York,968532,921202,1044.7
Essex,New York,37152,39416,1797.0
Franklin,New York,46540,51697,1631.6
Fulton,New York,54191,55497,496.2
Genesee,New York,60060,59952,494.1
Greene,New York,44739,49410,647.9
Hamilton,New York,5279,4908,1720.7
Herkimer,New York,65797,64332,1411.8
Jefferson,New York,110943,115069,1272.3
Kings,New York,2300664,2466782,70.5
Lewis,New York,26796,27017,1275.6
Livingston,New York,62372,65441,632.2
Madison,New York,69120,72887,655.9
Monroe,New York,713968,741274,659.3
Montgomery,New York,51981,49945,404.8
Nassau,New York,1287348,1329083,286.8
New York City,New York,1487536,1583345,28.4
Niagara,New York,220756,216064,523.0
Oneida,New York,250836,234533,1212.8
Onondaga,New York,468973,463704,780.3
Ontario,New York,95101,106298,644.4
Orange,New York,307647,370201,816.4
Orleans,New York,41846,43169,391.4
Oswego,New York,121771,122220,953.3
Otsego,New York,60517,62604,1002.9
Putnam,New York,83941,99545,231.5
Queens,New York,1951598,2199169,109.4
Rensselaer,New York,154429,158629,654.0
Richmond,New York,378977,463450,58.6
Rockland,New York,265475,305461,174.2
St. Lawrence,New York,111974,111778,2685.7
Saratoga,New York,181276,217264,811.9
Schenectady,New York,149285,153268,206.1
Schoharie,New York,31859,32789,621.8
Schuyler,New York,18662,18566,328.7
Seneca,New York,33683,35309,324.9
Steuben,New York,99088,98724,1392.7
Suffolk,New York,1321864,1482548,911.2
Sullivan,New York,69277,77625,969.8
Tioga,New York,52337,51377,518.7
Tompkins,New York,94097,100612,476.1
Ulster,New York,165304,182782,1126.6
Warren,New York,59209,65707,869.7
Washington,New York,59330,63088,835.5
Wayne,New York,89123,93654,604.2
Westchester,New York,874866,939406,432.9
Wyoming,New York,42507,42367,593.0
Yates,New York,22810,25250,338.2
Alamance,North Carolina,108213,147072,430.7
Alexander,North Carolina,27544,36797,260.3
